Assembly Name	Assembly Accession	Assembly Paired Assembly Accession	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
ilPinBifa2.hap1.1	GCA_977066455.1		Piniphila bifasciana								Chromosome	2025-11-27	CDRUQH01	34
KIB_Olat_2	GCA_036346145.1		Olyra latifolia					14001			Chromosome	2024-02-02	JAYEVC01	43
MPIPZ_rhyPub2m_2.0	GCA_028095005.1		Rhynchospora pubera					rhyPub2mFocal		Annotation submitted by Max-Planck institute for plant breeding research	Chromosome	2023-01-31	JAMFTS01	8494
ilMomCont1.hap1.1	GCA_977036055.1		Mompha conturbatella								Chromosome	2025-11-13	CDRQKD01	53
ilXysPulv1.hap1.1	GCA_977063095.1		Xystophora pulveratella								Chromosome	2025-11-20	CDRUGX01	149
ilAnaSpar1.hap1.1	GCA_977930325.1		Anarsia spartiella								Chromosome	2026-01-18	CDWRDI01	47
ilArcPodn1.1	GCA_964237515.1		Archips podanus								Chromosome	2024-08-31	CAXSIX01	43
ilPerHydr1.hap1.1	GCA_977066675.1		Perizoma hydrata								Chromosome	2025-11-28	CDRUQQ01	212
AU_Muni_v2	GCA_054135075.1		Muscidifurax uniraptor					AU_Muni_2020			Chromosome	2025-12-23	JAJQTL01	65
ilPhyAlba2.hap1.1	GCA_966185185.1		Phycitodes albatella								Chromosome	2025-08-23	CBIFTC01	39
ilBraInor2.hap1.1	GCA_976918315.1		Brachmia inornatella								Chromosome	2025-10-26	CDREQQ01	98
ilEpiRepa2.1	GCA_964204675.1		Epione repandaria								Chromosome	2024-07-27	CAXNRG01	86
fSymCin1.1	GCA_977927475.1		Symphodus cinereus								Chromosome	2026-01-31	CDWRCG01	47
icCalQuat4.1	GCA_964059645.1		Calvia quattuordecimguttata								Chromosome	2024-06-06	CAXKXO01	58
ASM3977685v1	GCA_039776855.1		Mylabris sibirica					JFJ-2024b			Chromosome	2024-05-24	JBCDWK01	21
ilAgoYeat1.hap1.1	GCA_965366125.1		Agonopterix yeatiana								Chromosome	2025-06-27	CBDUEK01	67
ilPamOchs1.hap1.1	GCA_977018855.1		Pammene ochsenheimeriana								Chromosome	2025-11-07	CDRNYE01	64
ilCocRupi2.hap1.1	GCA_978258895.1		Cochylidia rupicola								Chromosome	2026-02-14	CDYMLX01	34
ilNeoNubi2.hap1.1	GCA_977112235.1		Neosphaleroptera nubilana								Chromosome	2026-02-01	CDSBHO01	80
ilEucAlbe1.hap1.1	GCA_977035835.1		Eucosmomorpha albersana								Chromosome	2025-11-13	CDRQJL01	36
ASM3689821v1	GCA_036898215.1		Platycarya strobilacea				wild	PZ-2024a			Chromosome	2024-02-28	JBAJGX01	92
RoL_Lele_1.0	GCA_054856555.1		Leptonotus elevatus					MCC_2025b	male		Chromosome	2026-01-30	JBRFHB01	297
ilPseCand1.hap1.1	GCA_977061945.1		Pseudeustrotia candidula								Chromosome	2025-11-15	CDRUCC01	59
xbIsoAlat1.1	GCA_977066705.1		Isognomon alatus								Chromosome	2025-11-27	CDRURD01	35
ASM5008443v1	GCA_050084435.1		Ricciocarpos natans					YL6225			Chromosome	2025-05-01	JBNGJB01	54
ilRhyPinv1.hap1.1	GCA_965637205.1		Rhyacionia pinivorana								Chromosome	2025-07-09	CBFETJ01	82
lpHorErec1.1	GCA_978496365.1		Hordeum erectifolium							Annotation submitted by Institute of Plant Genetics - Heinrich-Heine-Universitat Dusseldorf	Chromosome	2026-02-22	CEEDWL01	2665
ilDiaSten1.hap1.1	GCA_977964125.1		Diachrysia stenochrysis								Chromosome	2026-01-18	CDWVWW01	50
ES_BD_1141.v2_0	GCA_947093115.1		Brenthis daphne								Chromosome	2022-10-31	CAMUPN01	49
ilAscSele1.hap1.1	GCA_976954805.1		Ascotis selenaria								Chromosome	2025-10-09	CDRJUQ01	79
ilMomStur1.hap1.1	GCA_976988895.1		Mompha sturnipennella								Chromosome	2025-11-07	CDRKIE01	50
RoL_Fcin_1.0	GCF_051991245.1	GCA_051991245.1	Festucalex cinctus					MCC-2025b	male	GCF_051991245.1-RS_2025_11	Chromosome	2025-08-13	JBPXAQ01	463
ilThiCitr4.hap1.1	GCA_976239845.1		Thiodia citrana								Chromosome	2025-10-13	CDNIHZ01	113
qqPhiDisp1.hap1.1	GCA_979020235.1		Philodromus dispar								Chromosome	2026-02-27	CECUSM01	138
ilAcoSubp1.hap1.1	GCA_976986875.1		Acompsia subpunctella								Chromosome	2025-11-07	CDRKCK01	45
ecLepCelt1.1	GCA_964341645.1		Leptometra celtica								Chromosome	2024-11-29	CAYFEK01	47
ilChoHebe1.hap1.1	GCA_977012695.1		Choristoneura hebenstreitella								Chromosome	2025-11-08	CDRNFA01	438
ilEpiTrig1.hap2.1	GCA_965378785.1		Epinotia trigonella								Chromosome	2025-07-02	CBDWCP01	146
ilOdoCarm1.hap2.1	GCA_965239665.1		Odontosia carmelita								Chromosome	2025-04-12	CBDEHU01	32
icOtiRugo1.hap1.1	GCA_982191755.1		Otiorhynchus rugosostriatus								Chromosome	2026-03-08	CEUUQR01	37
xbAtrSemi1.1	GCA_977927275.1		Atrina seminuda								Chromosome	2026-01-29	CDWRBJ01	45
lpCarSpic1.1	GCA_977035945.1		Carex spicata								Chromosome	2025-11-13	CDRQJZ01	38
fKniMra2.1	GCA_979371265.1		Knipowitschia mrakovcici								Chromosome	2026-02-27	CEEUNH01	145
ASM225923v3	GCA_002259235.3		Caenorhabditis latens		PX534						Chromosome	2023-04-10	NIPN03	37
jaParCine1.1	GCA_965243875.1		Paranemonia cinerea								Chromosome	2025-04-16	CBDEWH01	37
xbLimHian1.1	GCA_965230825.1		Limaria hians								Chromosome	2025-03-28	CBDDLY01	279
sPotMar1.hap2	GCA_055471215.1		Potamotrygon marinae					sPotMar1	male		Chromosome	2026-02-24	JBVDQR01	759
ilIdaFili5.hap1.1	GCA_977993555.1		Idaea filicata								Chromosome	2026-01-19	CDXACW01	52
ehActFlam1.1	GCA_978019465.1		Actinopyga flammea								Chromosome	2026-02-01	CDXDJC01	515
RoL_Snig_1.1	GCF_051989575.1	GCA_051989575.2	Stigmatopora nigra					UIUO_SnigA	male	GCF_051989575.1-RS_2025_11	Chromosome	2025-08-13	JBPVJA01	156
Lec_genome00000000	GCA_047370805.1		Lagerstroemia excelsa			chuanqian 1hao					Chromosome	2025-02-05	JAYESO01	184
ilAmbPunc2.hap1.1	GCA_978015435.1		Amblyptilia punctidactyla								Chromosome	2026-02-01	CDXCXB01	364
iySphEphi1.1	GCA_965231285.1		Sphecodes ephippius								Chromosome	2025-03-29	CBDDMT01	901
laPotPusi1.hap1.1	GCA_965644125.1		Potamogeton pusillus								Chromosome	2025-07-27	CBFFQS01	229
ilAphUnit1.hap1.1	GCA_971866565.1		Aphelia unitana								Chromosome	2025-09-14	CCOLQJ01	45
fCapApe1.1	GCA_965364685.1		Capros aper								Chromosome	2025-07-02	CBDTYR01	146
ASM4011312v1	GCA_040113125.1		Hirudo tianjinensis					tjyz1			Chromosome	2024-06-14	JBDFUB01	29
ilIdaRust2.1	GCA_977970295.1		Idaea rusticata								Chromosome	2026-02-01	CDWWTK01	44
ibLobSubt1.2	GCA_964278025.2		Loboptera subterranea								Chromosome	2025-10-26	CAXYLC02	90
ilAcrAutu1.hap1.1	GCA_977014555.1		Acrolepia autumnitella								Chromosome	2025-11-07	CDRNLB01	73
ilPraFrax3.1	GCA_977066585.1		Prays fraxinella								Chromosome	2025-11-27	CDRUQJ01	40
ilPygFusc1.hap1.1	GCA_977018865.1		Pygmaena fusca								Chromosome	2025-11-07	CDRNXV01	50
qqHisDubi2.hap1.1	GCA_978473375.1		Histopona dubia								Chromosome	2026-03-01	CDZSIH01	1562
ilAncLaet1.hap1.1	GCA_975259165.1		Ancylis laetana								Chromosome	2025-10-07	CDHTKU01	32
ihCypFauv1.hap1.1	GCA_978021815.1		Cyphopterum fauveli								Chromosome	2026-02-01	CDXDQY01	198
drPruBrig1.1	GCA_964267205.1		Prunus brigantina							Annotation submitted by Genoscope CEA	Chromosome	2024-09-28	CAXWIA01	69
lpHolMoll1.hap1.1	GCA_965644105.1		Holcus mollis								Chromosome	2025-07-27	CBFFRE01	828
ilSynHoch1.hap1.1	GCA_973862225.1		Syngrapha hochenwarthi								Chromosome	2025-10-08	CCZUTX01	54
idForPals1.1	GCA_976917515.1		Forcipomyia palustris								Chromosome	2025-10-07	CDREMZ01	5
Ltrigynum_genome	GCA_964030455.1		Linum trigynum							Annotation submitted by Stockholm University	Chromosome	2024-05-04	CAXIPQ01	15
ilIdaPall1.hap1.1	GCA_976238515.1		Idaea pallidata								Chromosome	2025-10-08	CDNICK01	50
ilCalElon2.hap2.1	GCA_977013245.1		Caloptilia elongella								Chromosome	2025-10-30	CDRNGW01	49
icAcuParv1.hap1.1	GCA_981690485.1		Acupalpus parvulus								Chromosome	2026-03-02	CERYXV01	520
ilApoLutu1.hap1.1	GCA_977061935.1		Aporophyla lutulenta								Chromosome	2025-11-15	CDRUCG01	225
ilPieErga1.hap1.1	GCA_977066685.1		Pieris ergane								Chromosome	2025-11-27	CDRUQL01	48
ASM5357423v1	GCA_053574235.1		Bischofia polycarpa					GX-2025			Chromosome	2025-11-21	JBRBPJ01	100
icMorAspe1.1	GCA_977013095.1		Morimus asper								Chromosome	2025-11-08	CDRNGF01	40
ilAphVibr1.hap1.1	GCA_979322185.1		Aphelia viburniana								Chromosome	2026-02-14	CEENGP01	45
ilSwaCaes1.hap1.1	GCA_974392545.1		Swammerdamia caesiella								Chromosome	2025-10-11	CDCVGZ01	81
qqLeiRupe1.1.hap1	GCA_980474605.1		Leiobunum rupestre								Chromosome	2026-02-19	CELBJL01	31
ilCelTied1.hap1.1	GCA_977014705.1		Celypha tiedemanniana								Chromosome	2025-11-07	CDRNLD01	44
ilDioMend1.hap1.1	GCA_964374295.1		Dioryctria mendacella								Chromosome	2024-12-01	CAYJYF01	79
eaLinMult1.1	GCA_977007085.1		Linckia multifora								Chromosome	2025-11-07	CDRMUG01	43
ilPhySagi1.hap1.1	GCA_977012995.1		Phyllonorycter sagitella								Chromosome	2025-11-07	CDRNFR01	44
ilPhiDiss1.hap1.1	GCA_976988925.1		Phiaris dissolutana								Chromosome	2025-11-07	CDRKIJ01	92
tdSchRodh1.2	GCA_944470415.2		Schistosoma rodhaini							Annotation submitted by WELLCOME SANGER INSTITUTE	Chromosome	2022-09-20	CALYCS02	90
ilCryBist1.hap2.1	GCA_977014725.1		Cryptoblabes bistriga								Chromosome	2025-10-31	CDRNKW01	129
ilPieBalc1.hap1.1	GCA_977013285.1		Pieris balcana								Chromosome	2025-11-07	CDRNGS01	50
daRhiMino1.hap1.1	GCA_964270735.1		Rhinanthus minor								Chromosome	2024-09-29	CAXWSX01	508
ilNeoPeli1.hap2.1	GCA_966184385.1		Neofriseria peliella								Chromosome	2025-08-23	CBIFRJ01	62
ilRoeErxl2.hap1.1	GCA_965637105.1		Roeslerstammia erxlebella								Chromosome	2025-07-09	CBFETM01	32
ASM3288399v1	GCA_032883995.1		Coronaproctus castanopsis					Ccas_GT2022	female		Chromosome	2023-10-20	JAOQIE01	46
ilCalJuve2.hap1.1	GCA_973404285.1		Callopistria juventina								Chromosome	2025-10-11	CCXFCA01	85
ilPhtVuln3.hap1.1	GCA_977014595.1		Phtheochroa vulneratana								Chromosome	2025-11-07	CDRNKV01	35
ilElaPoll1.hap1.1	GCA_977810715.1		Elachista pollinariella								Chromosome	2026-01-18	CDWAHP01	37
B.falcata_pri1.0	GCA_050494575.1		Boechera falcata				herbaceous perennial; Habitat East Siberian, boreal-steppe	DSZ-2024a			Chromosome	2025-05-20	JBFCVP01	24
ilCalSube1.hap1.1	GCA_975706045.1		Caloptilia suberinella								Chromosome	2025-10-26	CDKHHD01	180
ilDelInsc2.hap1.1	GCA_979326695.1		Delplanqueia inscriptella								Chromosome	2026-02-14	CEENYK01	51
xgCraPere1.2	GCA_975085575.1		Cratena peregrina								Chromosome	2025-10-14	CDGTWZ02	42
ilPhyKlem3.hap1.1	GCA_977090045.1		Phyllonorycter klemannella								Chromosome	2025-12-06	CDRYBZ01	36
icBarPell3.1	GCA_963991005.1		Barypeithes pellucidus								Chromosome	2024-03-16	CAXDRF01	81
ilEnnAutm2.1	GCA_977066375.1		Ennomos autumnarius								Chromosome	2025-11-28	CDRUPZ01	77
ASM2898407v1	GCA_028984075.1		Pieris mannii					M2021	male		Chromosome	2023-03-06	JAQFVW01	107
ilElaEsko1.hap1.1	GCA_977012565.1		Elachista eskoi								Chromosome	2025-11-07	CDRNEF01	59
ASM4095481v1	GCA_040954815.1		Ulomoides dermestoides					CY-2024b	male		Chromosome	2024-08-01	JBFMXQ01	93
ilAcoCine1.hap1.1	GCA_975143605.1		Acompsia cinerella								Chromosome	2025-10-09	CDHCJQ01	62
ASM4138118v1	GCA_041381185.1		Whitmania laevis					guangrun01			Chromosome	2024-08-21	JBDFUD01	17
ilDepDauc1.hap1.1	GCA_976954725.1		Depressaria daucella								Chromosome	2025-10-08	CDRJUO01	55
ASM4673658v1	GCA_046736585.1		Pectocarya recurvata					TUMAMOC-2019			Chromosome	2025-01-16	JBHHJY01	1531
ilMegStri1.hap1.1	GCA_965276985.1		Meganola strigula								Chromosome	2025-05-03	CBDICT01	95
ASM5117122v1	GCA_051171225.1		Avena occidentalis					DuLab-SuperPan_b			Chromosome	2025-07-02	JBKZJU01	461
ilHelViri1.hap1.1	GCA_976234845.1		Heliothis viriplaca								Chromosome	2025-10-07	CDNHNM01	41
ilDicObsc2.hap1.1	GCA_971861855.1		Dichrorampha obscuratana								Chromosome	2025-09-14	CCOKZO01	197
nxPanSupe1.1	GCA_964035985.1		Panagrolaimus superbus								Chromosome	2024-05-10	CAXIVZ01	10
icTacRufp1.1	GCA_963932245.1		Tachinus rufipes								Chromosome	2024-02-07	CAWVQR01	110
ASM4661864v1	GCA_046618645.1		Orius strigicollis					XHlabYRW-2024			Chromosome	2025-01-15	JBJYUV01	56
cjBazTric3.1	GCA_974818285.1		Bazzania tricrenata								Chromosome	2025-10-26	CDFGIO01	197
iyAriDire1.1	GCA_978020745.1		Aritranis director								Chromosome	2026-01-25	CDXDMV01	17
ASM4225770v1	GCA_042257705.1		Blaps rhynchoptera					WZ-2023a			Chromosome	2024-09-27	JAYJMQ01	79
drMyrSibi1.hap1.1	GCA_977013075.1		Myriophyllum sibiricum								Chromosome	2025-11-08	CDRNFL01	127
ktThaDemo2.hap1.1	GCA_965202585.1		Thalia democratica								Chromosome	2025-03-14	CBDBBG01	1832
ASM5061338v1	GCA_050613385.1		Holothuria ocellata					DDF-2025			Chromosome	2025-05-29	JBOCEH01	73
ilOrgAntq1.hap1.1	GCA_977035915.1		Orgyia antiquoides								Chromosome	2025-11-13	CDRQKB01	49
idStrLont1	GCA_055954385.1		Strauzia longitudinalis					U. Iowa-Forbes-Wild	male		Chromosome	2026-03-15	JBBBDS01	222
ilCocAtri3.hap1.1	GCA_971847545.1		Cochylis atricapitana								Chromosome	2025-09-13	CCOIUL01	31
ilAngPrun1.hap2.1	GCA_965612255.1		Angerona prunaria								Chromosome	2025-07-08	CBFDNM01	64
mLesInc1.hap1	GCA_054644205.1		Lestoros inca					mLesInc1	male		Chromosome	2026-01-22	JBTMPH01	187
ASM4893324v1	GCA_048933245.1		Aulacomnium turgidum					YC-2025a			Chromosome	2025-03-25	JBMGSP01	30
ilCneInce1.hap1.1	GCA_977071105.1		Cnephasia incertana								Chromosome	2025-11-29	CDRVHO01	34
ilEpiGran1.hap1.1	GCA_976227175.1		Epiblema grandaevana								Chromosome	2025-10-08	CDNGLI01	45
ilEarVern1.Hap1.1	GCA_978021555.1		Earias vernana								Chromosome	2026-01-17	CDXDPY01	41
ilEupPygm1.hap1.1	GCA_976914395.1		Eupithecia pygmaeata								Chromosome	2025-10-08	CDREBW01	53
RoL_Vmar_1.0	GCF_051991255.1	GCA_051991255.1	Vanacampus margaritifer					UIUO_Vmar	male	GCF_051991255.1-RS_2025_11	Chromosome	2025-08-13	JBQEMP01	213
ilCatRubi1.hap1.1	GCA_978765485.1		Catarhoe rubidata								Chromosome	2026-02-14	CEBJCP01	42
icCynAngu1.1	GCA_030157275.1		Cynaeus angustus					USDA-ARS-CGAHR-202007			Chromosome	2023-06-06	JARPUT01	49
xbThrPhas3.hap1.1	GCA_964274215.1		Thracia phaseolina								Chromosome	2024-11-08	CAXWZH01	29
ilElaSuba1.hap1.1	GCA_977066085.1		Elachista subalbidella								Chromosome	2025-11-27	CDRUOW01	36
ilPhyHila1.hap1.1	GCA_977013475.1		Phyllonorycter hilarella								Chromosome	2025-11-07	CDRNHA01	34
ilEpeIlli1.hap1.1	GCA_973838865.1		Epermenia illigerella								Chromosome	2025-10-09	CCZRIM01	81
csSphComp1.1	GCA_965153455.1		Sphagnum compactum							Annotation submitted by ELIXIR Norway	Chromosome	2025-03-01	CBCUET01	700
icChrHype1.hap1.1	GCA_982264245.1		Chrysolina hyperici								Chromosome	2026-03-14	CEVFDU01	96
idPhaFune2.1	GCA_963932375.1		Phania funesta								Chromosome	2024-02-07	CAWVQH01	238
CUHK_Taea_v1	GCA_033220335.2		Troides aeacus					JHTA2023			Chromosome	2023-12-07	JAWLSM01	36
ilCheMacu1.hap1.1	GCA_965196785.1		Chelis maculosa								Chromosome	2025-03-10	CBDALA01	120
ASM4711610v1	GCA_047116105.1		Drosophila parabipectinata					par2-isoB	pooled male and female		Chromosome	2025-07-15	DAWXEW01	502
ilOleArcu1.hap1.1	GCA_981405395.1		Olethreutes arcuella								Chromosome	2026-03-01	CEQJAY01	147
idLimNube2.hap1.1	GCA_977930355.1		Limonia nubeculosa								Chromosome	2026-01-18	CDWRDN01	27
iyNeoVirg1.1	GCF_021901495.1	GCA_021901495.1	Neodiprion virginianus					iyNeoVirg1	male	GCF_021901495.1-RS_2023_11	Chromosome	2022-02-03	JAJNQL01	47
ilAtoRubr1.hap1.1	GCA_965117225.1		Atolmis rubricollis								Chromosome	2025-01-25	CBCPET01	82
ilBucAlbe1.hap2.1	GCA_977012955.1		Bucculatrix albedinella								Chromosome	2025-10-31	CDRNEN01	64
ilAluHexa2.1	GCA_964059475.1		Alucita hexadactyla								Chromosome	2024-06-05	CAXKXE01	58
ilPhaMann1.hap1.1	GCA_977109235.1		Phalonidia manniana								Chromosome	2025-12-06	CDSAWR01	35
ilAleLoef3.1	GCA_964235035.1		Aleimma loeflingiana								Chromosome	2024-08-31	CAXRZN01	49
ilNeoMoll1.1	GCA_964656585.1		Neocochylis molliculana								Chromosome	2025-01-02	CAZZSG01	71
ASM5354281v2	GCA_053542815.2		Hyblaea puera					ZW-2025			Chromosome	2026-02-24	JBPQDY02	148
ilAgrRipa1.hap1.1	GCA_977071825.1		Agrotis ripae								Chromosome	2025-12-05	CDRVKS01	149
ilEpiTede1.hap1.1	GCA_965654325.1		Epinotia tedella								Chromosome	2025-08-03	CBFHCX01	40
cbLewAcum8.4	GCA_965213355.2		Lewinskya acuminata								Chromosome	2025-07-04	CBDBYS02	13
ASM4054352v2	GCA_040543525.2		Serangium japonicum					SCAU2022	pooled male and female		Chromosome	2024-10-25	JARXHU02	17
ilHypRubi1.hap2.1	GCA_965279855.1		Hypsopygia rubidalis								Chromosome	2025-05-10	CBDIIY01	171
wpFimZetl1.1	GCA_977030845.1		Fimbriosthenelais zetlandica								Chromosome	2025-11-10	CDRPQX01	78
CS_V1	GCA_037113605.1		Calophaca sinica					HZ-2024a			Chromosome	2024-03-13	JBAFXK01	95
Bdahl_1.0	GCA_037178635.1		Bombus dahlbomii					BDM2ARPBL	male		Chromosome	2024-03-18	JAZEWW01	20
ilMacCarb1.hap1.1	GCA_976954475.1		Macaria carbonaria								Chromosome	2025-10-09	CDRJTI01	51
MPM_Gkuhli_v0.4	GCA_051903775.2		Gekko kuhli						female	Annotation submitted by Milwaukee Public Museum	Chromosome	2025-12-19	JAIFHB02	103
ilDicPeti1.hap1.1	GCA_971875875.1		Dichrorampha petiverella								Chromosome	2025-09-14	CCONBN01	77
ilHelDida1.hap1.1	GCA_977993605.1		Hellinsia didactylites								Chromosome	2026-01-19	CDXACS01	68
ilLycTher1.hap1.1	GCA_965194355.1		Lycaena thersamon								Chromosome	2025-03-10	CBDADS01	44
ASM1759144v1	GCA_017591445.1		Giraffa camelopardalis rothschildi						male		Chromosome	2021-03-30	JABCKX01	2096
drCotNebr1.1	GCA_980514835.1		Cotoneaster nebrodensis								Chromosome	2026-02-28	CELHIA01	419
lpCarEchi2.hap1.1	GCA_965279795.1		Carex echinata								Chromosome	2025-05-10	CBDIIP01	36
qqAgeOrie5.1	GCA_978045235.1		Agelena orientalis								Chromosome	2026-03-01	CDXHCA01	145
ilPerAnce2.1	GCA_977066695.1		Peridea anceps								Chromosome	2025-11-27	CDRUQK01	45
icHypRumi1.hap1.1	GCA_965643735.1		Hypera rumicis								Chromosome	2025-07-19	CBFFQE01	95
ilEpiTetr1.hap1.1	GCA_976289765.1		Epinotia tetraquetrana								Chromosome	2025-10-08	CDNPRQ01	48
ihOroJapo4.1	GCA_977015935.1		Orosanga japonica								Chromosome	2025-11-08	CDRNPS01	196
ilScoRubi1.hap1.1	GCA_976984745.1		Scopula rubiginata								Chromosome	2025-10-14	CDRJXN01	33
ddSalPent1.hap1.1	GCA_979017335.1		Salix pentandra								Chromosome	2026-02-27	CECUFM01	189
iyEutLute1.hap1.2	GCA_964662225.2		Eutomostethus luteiventris								Chromosome	2026-02-14	CBAAER02	96
ilCalComm1.hap1.1	GCA_965194705.1		Calymma communimacula								Chromosome	2025-03-10	CBDAEB01	72
ilColHecl1.hap1.1	GCA_977013305.1		Colias hecla								Chromosome	2025-11-07	CDRNGX01	37
ilBlaVitt1.hap1.1	GCA_977020155.1		Blastobasis vittata								Chromosome	2025-11-10	CDROCG01	91
ASM1609754v1	GCA_016097545.1		Eucalyptus victrix					CCA1033			Chromosome	2020-12-17	JADPVS01	19
ilLaoFaec1.hap1.1	GCA_965605845.1		Laodamia faecella								Chromosome	2025-07-07	CBFDEZ01	72
ilBacLanc2.1	GCA_965196735.1		Bactra lancealana								Chromosome	2025-03-10	CBDAKV01	48
ilElaAlpi1.hap1.1	GCA_977012625.1		Elachista alpinella								Chromosome	2025-11-07	CDRNEC01	35
ASM5008425v1	GCA_050084255.1		Ptychomitrium wilsonii					YL6154			Chromosome	2025-05-01	JBNGKY01	30
ilDiuFage2.1	GCA_964059355.1		Diurnea fagella								Chromosome	2024-06-05	CAXKWT01	23
ilAgrNemo1.hap1.1	GCA_964374225.1		Agrotera nemoralis								Chromosome	2024-11-29	CAYJXU01	58
ASM4935495v1	GCA_049354955.1		Clinopodium barosmum					SJL-2025			Chromosome	2025-04-08	JBMPGO01	137
ilCraAlie1.hap2.1	GCA_965614505.1		Crambus alienellus								Chromosome	2025-07-08	CBFDZP01	141
qcScoCret2.1	GCA_966189295.1		Scolopendra cretica								Chromosome	2025-08-23	CBIGGU01	533
ASM2149847v1	GCA_021498475.1		Saguinus midas					KIZ-2021_24	male		Chromosome	2022-01-19	JAKFGQ01	1785
xcStiArct1.2	GCA_964276865.2		Stigmatoteuthis arcturi								Chromosome	2025-10-26	CAXYHC02	497
xbMacTenu1.hap1.1	GCA_964059415.1		Macomangulus tenuis								Chromosome	2024-06-05	CAXKXA01	255
icCedAzor3.1	GCA_965287095.1		Cedrorum azoricus								Chromosome	2025-06-07	CBDIYU01	302
ilXanDeco1.hap1.1	GCA_976986395.1		Xanthorhoe decoloraria								Chromosome	2025-10-14	CDRKBJ01	37
CITME	GCA_964211905.1		Citrus reshni								Chromosome	2025-07-28	CAXOSU02	137
idXanComt1.hap1.1	GCA_980751385.1		Xanthandrus comtus								Chromosome	2026-02-28	CEMQHE01	759
ilTriCapr2.hap1.2	GCA_965285915.2		Triaxomasia caprimulgella								Chromosome	2026-01-18	CBDIWL02	34
ASM4036371v1	GCA_040363715.1		Graphium sarpedon					NWPU-GS	female		Chromosome	2024-06-27	JAVICG01	27
ilBryTerr3.1	GCA_964059635.1		Bryotropha terrella								Chromosome	2024-06-06	CAXKXN01	53
icStiScut1.hap1.1	GCA_964212005.1		Stictoleptura scutellata								Chromosome	2024-08-02	CAXOTE01	230
Pmac_1.0	GCA_031439585.1		Pterocarpus macrocarpus					GSW-2023b			Chromosome	2023-09-14	JAVHNN01	582
ilIncOehl2.hap1.1	GCA_977066665.1		Incurvaria oehlmanniella								Chromosome	2025-11-27	CDRUQX01	37
drAlcFaer1.hap1.1	GCA_977018505.1		Alchemilla faeroensis								Chromosome	2025-11-08	CDRNWW01	648
iyAndHelv1.1	GCA_964234935.1		Andrena helvola								Chromosome	2024-08-31	CAXRZM01	35
ilOchUrel1.hap1.1	GCA_975146305.1		Ochsenheimeria urella								Chromosome	2025-10-13	CDHCTA01	98
ilAgoKaek1.hap1.1	GCA_977969875.1		Agonopterix kaekeritziana								Chromosome	2026-01-18	CDWWSM01	43
idChrVerr4.hap1.1	GCA_965637335.1		Chrysotoxum verralli								Chromosome	2025-07-09	CBFEUT01	76
ilCelLacu3.1	GCA_964237635.1		Celypha lacunana								Chromosome	2024-08-31	CAXSJM01	49
xbAbrSegm1.1	GCA_965244925.1		Abra segmentum								Chromosome	2025-04-16	CBDEYJ01	1046
ilParSimi1.1	GCA_964276655.1		Parectropis similaria								Chromosome	2024-10-28	CAXYGE01	36
ilDupFove1.hap1.1	GCA_964277135.1		Duponchelia fovealis								Chromosome	2024-10-28	CAXYID01	46
ilCarPull1.hap1.1	GCA_976987475.1		Caryocolum pullatella								Chromosome	2025-11-07	CDRKEE01	43
ihSopOrie1.hap2.1	GCA_977928935.1		Sophonia orientalis								Chromosome	2025-12-12	CDWRCU01	450
ihCypTris2.1	GCA_976982355.1		Cyphostethus tristriatus								Chromosome	2025-10-26	CDRJWL01	144
dcMoeTrin1.hap1.1	GCA_964106765.1		Moehringia trinervia								Chromosome	2024-06-06	CAXKZA01	252
ilDicJuni1.hap1.1	GCA_976225245.1		Dichomeris juniperella								Chromosome	2025-10-07	CDNGCJ01	32
ASM5413611v1	GCA_054136115.1		Acharax haimaensis					CZ-2025a			Chromosome	2025-12-23	JBSYXD01	260
ilMelDiam1.hap1.1	GCA_964264535.1		Melitaea diamina								Chromosome	2024-09-18	CAXVZH01	60
ilElaMacu1.hap1.1	GCA_977013205.1		Elachista maculicerusella								Chromosome	2025-11-07	CDRNGH01	48
